"additionalInfo/info/Accessibility/0","additionalInfo/info/Accessibility/1","additionalInfo/info/Accessibility/2","additionalInfo/info/Accessibility/3","additionalInfo/info/Amenities/0","additionalInfo/info/Crowd/0","additionalInfo/info/Crowd/1","additionalInfo/info/From the business/0","additionalInfo/info/Parking/0","additionalInfo/info/Parking/1","additionalInfo/info/Parking/2","additionalInfo/info/Planning/0","additionalInfo/info/Planning/1","additionalInfo/info/Service options/0","additionalInfo/info/Service options/1","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","cid","city","country","country_code","country_name","display_rank","gid","isClaimed","language_code","language_name","latitude","longDescription","longitude","name","neighborhood","original_rank","phone","phoneIsd","photo","photoCount","placeId","priceRange","priceRangeText","providerId","rating","reviewCount","searchLocation","searchTerm","shortDescription","social/facebook/0","social/instagram/0","social/linkedin/0","social/twitter/0","social/youtube/0","state","status","street","timestamp","uncertain_emails/0","uncertain_emails/1","uncertain_emails/2","uncertain_emails/3","uncertain_emails/4","uncertain_emails/5","uncertain_emails/6","uncertain_emails/7","url","website","website_emails/0","website_emails/1","website_emails/2","website_emails/3","website_emails/4","website_emails/5","website_emails/6","website_emails/7","website_emails/8","website_emails/9","website_emails/10","website_emails/11","zip"
,,,,,,,,,,,"Appointment required",,"Onsite services","Online appointments","Katowicka 65B, 61-131 Poznań, Poland","Bookkeeping service",,,,,,,,,"15711122756885368616","Poznań","PL","us","United States","91","0x47045be0fad23879:0xda091ee802b54f28","Yes","en","English","52.3967666","","16.9648462","Biuro Rachunkowe SODELIS","Nowe Miasto","70","733 826 862","+48 733 826 862","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqYo6hWad0-l2jxVTRWXGEEHZvPxPYjQxXUnU7BBvw1LjrUcdWYEU2TWPvMa7wO3OW-JW_yAAIXrjF1iz3gU96V8jcWRtpaz4VmEtm6yNYrTxl3UW5hXuuHJSfgFeNjbTM0sUeU=w4000-h3000-k-no","3","YEeoaYLjGJndptQPnKvAoAM","","","/g/11y3pcq1qk","5","7","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Katowicka 65B","2026-03-04 15:53:21.140177",,,,,,,,,"https://google.com/maps?cid=15711122756885368616","https://sodelis.pl",,,,,,,,,,,,,"61-131"
,,,,,,,,,,,,,,,"Osiedle Bolesława Chrobrego 101/15, 60-681 Poznań, Poland","Tax preparation",,,,,,,,,"7893348230527264584","Poznań","PL","us","United States","92","0x4704433e56103bad:0x6d8ace6519092748","Yes","en","English","52.4583928","","16.912014199999998","IN PLUS TAX","Stare Miasto","71","603 491 688","+48 603 491 688","https://lh3.googleusercontent.com/gps-cs-s/AHVAweptqlhLjf1Q9k4naKMtJeApLDV36fzBico1E_sYLtmWC_A3ZmK7n6XAutAwt99eYYCTPBdo0UGxCd0JGCGmjie4vqD3D5qekJG4NJT6LnpjsQrL6wUi0KgIHnVWLyNoPwAaGVjg=w831-h748-k-no","3","YEeoaYLjGJndptQPnKvAoAM","","","/g/11bx891xg6","4.5","8","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Osiedle Bolesława Chrobrego 101/15","2026-03-04 15:53:21.140191",,,,,,,,,"https://google.com/maps?cid=7893348230527264584","https://inplustax.pl",,,,,,,,,,,,,"60-681"
"Wheelchair accessible entrance",,,,,,,,,,,,,,,"osiedle Przyjaźni 137, 61-688 Poznań, Poland","Accounting firm",,,,,,,,,"11571839537182914381","Poznań","PL","us","United States","93","0x470444aab97aaaab:0xa0976ebfb39bb74d","Yes","en","English","52.431155499999996","","16.922325","Biuro Rachunkowe AD-plus","Stare Miasto","72","880 680 868","+48 880 680 868","https://lh3.googleusercontent.com/gps-cs-s/AHVAwer0BOLrSbkgWo6pg6FBGd1qvHJ2RLOBgwcDaZjpnCMu8OhSUa-PLHojOo0W8Bu1xrqhPewvyWdWemKhDPtEUHIRJQivuSqSNr5Btj5AJTE7xwbzCAuO9XDzQG1Y4wZdgXyrw4x4=w4032-h2268-k-no","2","YEeoaYLjGJndptQPnKvAoAM","","","/g/11fm16bpmp","4.6","9","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","osiedle Przyjaźni 137","2026-03-04 15:53:21.140203",,,,,,,,,"https://google.com/maps?cid=11571839537182914381","https://ad-plus.pl",,,,,,,,,,,,,"61-688"
,,,,,,,,"Free parking lot",,,,,"Onsite services","Online appointments","Feliksa Nowowiejskiego 39, 61-733 Poznań, Poland","Certified public accountant","Accountant","Accounting firm","Tax preparation",,,,,,"1057188283313328110","Poznań","PL","us","United States","94","0x470445735f55435d:0xeabe32477988fee","Yes","en","English","52.412084699999994","","16.9226901","Biuro Rachunkowe LMB Office","Stare Miasto","73","794 415 415","+48 794 415 415","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoHMnETGXcqW9kmzfzwaUdg_nsd4zSfa1-CRrKyzusPOMb51z_391l5YOW4fuXbNRk8XRjxAHc_LWWgyl9D8Bt-B7Una44E76qq9kc7UnnZER9U3H1FPNu2tPF2w1p0RcZIMHBOMg=w2121-h1414-k-no","53","YEeoaYLjGJndptQPnKvAoAM","","","/g/11h2718pm3","5","2","Poznan, Polska","biuro rachunkowe","","https://www.facebook.com/biuro-rachunkowe-lmb-office-1448560125442050/",,,,,"","Open","Feliksa Nowowiejskiego 39","2026-03-04 15:53:21.140221","info@okredo.ltpaslaugos","beata.vib@gmail.com",,,,,,,"https://google.com/maps?cid=1057188283313328110","https://lmboffice.pl",,,,,,,,,,,,,"61-733"
,,,,,,,,,,,,,,,"Stanisława Barańczaka 3a/12, 60-537 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Business to business service","Law firm","Tax consultant","Tax preparation",,,"9200391657400173452","Poznań","PL","us","United States","95","0x47044565b5512963:0x7fae5b7775ce038c","Yes","en","English","52.415647","","16.902502899999998","Biuro rachunkowe Infi","Jeżyce, Poznań","74","731 282 111","+48 731 282 111","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoNEYZEPP1m7J4LfBlDuHlnoMi1hP29M6O9PHVX0XS33XRuYgG8i1Q3B7rpIF2Vr2v1c_gvin1Dkl2Ef3p7Zi5SKKsRdM0kYTWdVwhsHbMwPbgxfk5Lb6dJfoUnSRP1IB_yaDt_OA=w6016-h4016-k-no","5","YEeoaYLjGJndptQPnKvAoAM","","","/g/11fj9mtdf7","5","3","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Stanisława Barańczaka 3a/12","2026-03-04 15:53:21.140232",,,,,,,,,"https://google.com/maps?cid=9200391657400173452","https://infi.com.pl",,,,,,,,,,,,,"60-537"
,,,,,,,,,,,,,"Onsite services","Online appointments","Głogowska 176, 60-126 Poznań, Poland","Bookkeeping service","Accountant","Accounting firm","Income tax help association","Tax preparation service",,,,,"113629807969075442","Poznań","PL","us","United States","96","0x4704452d6c3aa5e7:0x193b1b553e480f2","Yes","en","English","52.3838575","","16.8862152","Biuro Rachunkowe Poznań | Kancelaria Gospodarcza","Grunwald","75","732 252 164","+48 732 252 164","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepcDVlPCcsN_bKRkMr0weWeCKtNDvfsJUbVR9WiE-TQkKKS7yrC8XztEvxBn0bXO6RFo8AzU4nPYZ28Fk4A05u0ZIx8a_QjLlXS2k6VKOOrn3YwKjZ9aNq5gog28Rn46PorES-9xQ=w4287-h2952-k-no","17","YEeoaYLjGJndptQPnKvAoAM","","","/g/11dxjn7nx4","4.5","8","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Głogowska 176","2026-03-04 15:53:21.140252",,,,,,,,,"https://google.com/maps?cid=113629807969075442","https://kgjk.eu",,,,,,,,,,,,,"60-126"
,,,,,,,,,,,,,,,"Andrzeja Sobczaka 1/216, 61-001 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Tax preparation",,,,,,"7421734754378944825","Poznań","PL","us","United States","97","0x47045b79d9739775:0x66ff4c6fe3ed9139","Yes","en","English","52.3972084","","16.959087","Biuro Rachunkowe B&B I Бухгалтерия","Nowe Miasto","76","514 018 884","+48 514 018 884","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerkTUOOCMtit4aKoQQ5CeLyetOErQiMORo5p1E3x7y36MphGW73Erprcc4vGpHGNdyhl5vof9qFMlI-EwRjFJbH7oWtT-NA2-d_u2nT7nF49R0w9ibT2kHR1v9HiMbNVw67f3dg=w2121-h1414-k-no","15","YEeoaYLjGJndptQPnKvAoAM","","","/g/11nmrpx0jq","4","8","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Andrzeja Sobczaka 1/216","2026-03-04 15:53:21.140263",,,,,,,,,"https://google.com/maps?cid=7421734754378944825","https://biuro-bb.pl",,,,,,,,,,,,,"61-001"
,,,,,,,,,,,,,,,"Składowa 5B, 61-888 Poznań, Poland","Accounting firm",,,,,,,,,"9690600534279627676","Poznań","PL","us","United States","98","0x47045bc61a9c372d:0x867bedd7c9f2a39c","Yes","en","English","52.405685999999996","","16.91535","Biuro Rachunkowe Poznań","Stare Miasto","77","609 776 899","+48 609 776 899","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7Z6rzLRdvMhfweqZV5UXTA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=342.28064&pitch=0&thumbfov=100","1","YEeoaYLjGJndptQPnKvAoAM","","","/g/11s5zdh427",,"0","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Składowa 5B","2026-03-04 15:53:21.140276",,,,,,,,,"https://google.com/maps?cid=9690600534279627676","https://biurorachunkowepoznan.org",,,,,,,,,,,,,"61-888"
,,,,,,,,,,,,,,,"Węgorka 20/lok. 5, 60-318 Poznań, Poland","Accountant","Accounting firm","Law firm","Attorney","Tax attorney",,,,,"3209104135270595242","Poznań","PL","us","United States","99","0x47045b40c8892e6d:0x2c8907355e0a7aaa","Yes","en","English","52.3932211","","16.8579123","Pietkun Kancelaria Rachunkowa","Grunwald","78","518 607 207","+48 518 607 207","https://lh3.googleusercontent.com/gps-cs-s/AHVAweriOBVDczFqIVen4rFHcS5ZbnmVsv6KGG6s17OMJbYHOZznqILqAZf0RiF6bGtJzhFm-MBQHFA1m-gM8rXd4uvdPp7nmYEgCaeVLvTb9kebWo-UuS3zXTJUPqt5QOLy4SfEx0E=w3871-h2583-k-no","11","YEeoaYLjGJndptQPnKvAoAM","","","/g/11hdb1s8l2","4.6","33","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Węgorka 20/lok. 5","2026-03-04 15:53:21.140289",,,,,,,,,"https://google.com/maps?cid=3209104135270595242","https://pietkunkancelaria.pl",,,,,,,,,,,,,"60-318"
"Wheelchair accessible entrance",,,,,,,,,,,,,,,"Włodarska 15, 61-625 Poznań, Poland","Accountant","Tax attorney",,,,,,,,"1540121478448550604","Poznań","PL","us","United States","100","0x47045ca85d30b4f9:0x155f9c5321e012cc","No","en","English","52.436851399999995","","16.9443457","Biuro Rachunkowe MM Accounting Sp. z o.o.","Stare Miasto","79","515 938 021","+48 515 938 021","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerMxhsPzSz9r5LDzsNd7_eIAa9ny3RI-6Un3Rn8tybpsxl2N8qcEez-tn5SLjwcBJ9uShNCJHGaQcIgf66-FDV3r2KB1vVSdU4lN-_mlR0qwDquj1Iwd9aMS6wMxLjw_lHv2Ig=w4032-h2268-k-no","2","YEeoaYLjGJndptQPnKvAoAM","","","/g/1wj_rznk","5","3","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Włodarska 15","2026-03-04 15:53:21.140304",,,,,,,,,"https://google.com/maps?cid=1540121478448550604","https://mm-accounting.pl","biuro@mm-accounting.pl",,,,,,,,,,,,"61-625"
